lat,lon
39.983723,116.298825
39.983902,116.298773
39.984045,116.298725
39.984019,116.298663
39.995777,116.286798
39.996832,116.285446
39.984397,116.299292
39.984426,116.299329
39.984499,116.299413
39.984424,116.299467
39.98441,116.299477
39.984421,116.299569
39.984518,116.29953
39.984488,116.299645
39.98454,116.299523
39.98446,116.299528
39.984463,116.299508
39.984501,116.299473
39.984532,116.299451
39.984532,116.299451
39.984527,116.299451
39.984517,116.299447
39.984509,116.299438
39.984497,116.299411
39.984499,116.299405
39.984498,116.299407
39.984498,116.299407
39.984493,116.299412
39.984498,116.299466
39.984546,116.29941
39.984638,116.299318
39.98473,116.299315
39.984753,116.299305
39.984789,116.299297
39.984795,116.299391
39.984778,116.299504
39.984743,116.299617
39.984671,116.299625
39.984694,116.299536
39.984733,116.29952
39.983841,116.299902
39.983861,116.300177
39.983842,116.300329
39.983984,116.300308
39.984126,116.300188
39.984246,116.300058
39.984373,116.300019
39.984533,116.300043
39.984723,116.300058
39.984789,116.300151
39.984837,116.300216
39.984859,116.300332
39.984888,116.300514
39.984896,116.300689
39.984905,116.300885
39.984911,116.301049
39.984925,116.301221
39.98493,116.301391
39.984938,116.301568
39.984948,116.301741
39.984945,116.301915
39.984953,116.302055
39.984953,116.302264
39.98496,116.302488
39.984973,116.302679
39.984983,116.30286
39.985009,116.303037
39.985043,116.303258
39.98503,116.303496
39.985039,116.303685
39.985028,116.303884
39.984993,116.304067
39.985027,116.304163
39.985038,116.30426
39.985042,116.304459
39.985029,116.304647
39.985023,116.304811
39.985031,116.304927
39.985082,116.305192
39.985105,116.305348
39.985132,116.305499
39.985169,116.305649
39.985135,116.305834
39.985146,116.305984
39.985131,116.306178
39.985127,116.306363
39.985135,116.306531
39.985157,116.306711
39.98517,116.306893
39.985154,116.307092
39.985184,116.307341
39.98521,116.30751
39.985231,116.307633
39.98526,116.307735
39.98524,116.307933
39.985225,116.308133
39.985256,116.308313
39.985218,116.308579
39.985201,116.308774
39.985203,116.30898
39.985221,116.309152
39.985194,116.30931
39.985161,116.309494
39.98519,116.309701
39.985202,116.309888
39.985282,116.30998
39.985443,116.30998
39.985579,116.309969
39.985721,116.309961
39.98584,116.309941
39.98595,116.309978
39.986051,116.310034
39.986174,116.310025
39.986305,116.309956
39.986461,116.309885
39.986611,116.309862
39.986697,116.309893
39.986793,116.309956
39.986929,116.309974
39.987073,116.309987
39.987211,116.310004
39.987325,116.31007
39.987458,116.310084
39.987591,116.310088
39.987747,116.310049
39.987884,116.310027
39.988008,116.310059
39.988111,116.310052
39.988293,116.309902
39.988397,116.309931
39.988553,116.309866
39.988679,116.309824
39.988772,116.309784
39.988901,116.309793
39.989029,116.309833
39.989173,116.309866
39.989287,116.309905
39.989392,116.309949
39.989519,116.310031
39.989628,116.310049
39.989762,116.310024
39.989838,116.310098
39.989981,116.310115
39.990089,116.310169
39.990219,116.310215
39.990325,116.310258
39.990406,116.310277
39.99056,116.31019
39.99065,116.310134
39.990693,116.310114
39.990696,116.310111
39.990698,116.310105
39.990698,116.310103
39.990696,116.310101
39.990695,116.310095
39.990692,116.310092
39.99069,116.31009
39.990689,116.310088
39.990689,116.310087
39.990689,116.310087
39.990696,116.31009
39.990743,116.310066
39.990793,116.310109
39.990837,116.310205
39.990873,116.310318
39.990887,116.310479
39.990874,116.310657
39.990906,116.310827
39.990921,116.310971
39.990933,116.311149
39.990969,116.311312
39.990994,116.311507
39.991014,116.311693
39.99101,116.311915
39.991033,116.312107
39.991055,116.312282
39.991058,116.312473
39.991032,116.312666
39.991024,116.312853
39.991022,116.313047
39.991018,116.313244
39.991016,116.313469
39.991035,116.313681
39.991063,116.31384
39.991072,116.31403
39.991068,116.314209
39.991095,116.314385
39.991113,116.314596
39.991128,116.314797
39.991127,116.315003
39.991148,116.315193
39.991176,116.315342
39.991215,116.315529
39.991209,116.315643
39.991191,116.31579
39.991188,116.315958
39.991189,116.316172
39.991186,116.316381
39.991194,116.316575
39.991208,116.316756
39.99122,116.316999
39.991197,116.317235
39.991183,116.317452
39.991164,116.317661
39.991187,116.317874
39.991179,116.318083
39.991132,116.318231
39.991169,116.31848
39.991183,116.318691
39.991204,116.318904
39.991201,116.319098
39.991194,116.319315
39.991187,116.31949
39.991206,116.319683
39.991239,116.319866
39.991258,116.320062
39.991282,116.320255
39.991288,116.320445
39.991308,116.320622
39.991325,116.320803
39.991352,116.321002
39.991382,116.321179
39.991388,116.321384
39.991389,116.321583
39.991368,116.321736
39.99141,116.321874
39.991412,116.322004
39.991406,116.322176
39.991403,116.322296
39.991401,116.322436
39.991477,116.322668
39.991591,116.322784
39.991716,116.322778
39.991863,116.322774
39.992007,116.322784
39.992201,116.322812
39.992365,116.3228
39.992456,116.322797
39.9926,116.32281
39.992777,116.322891
39.992883,116.322891
39.993001,116.322713
39.993077,116.322617
39.993222,116.322651
39.993429,116.32276
39.993535,116.322744
39.99364,116.322658
39.993796,116.322579
39.994055,116.322804
39.994175,116.322829
39.994276,116.322786
39.994471,116.322763
39.994648,116.322723
39.99481,116.322641
39.994946,116.322625
39.995093,116.32262
39.995235,116.322606
39.995392,116.322607
39.995567,116.322533
39.995718,116.32252
39.995852,116.322517
39.995993,116.322556
39.99611,116.322544
39.996234,116.322552
39.996392,116.322481
39.996534,116.322464
39.996632,116.322425
39.996645,116.322412
39.996725,116.322348
39.996881,116.322337
39.997081,116.322428
39.997277,116.322428
39.997592,116.322314
39.99775,116.322301
39.997865,116.322317
39.997988,116.32231
39.998151,116.322261
39.998307,116.322268
39.998452,116.322236
39.998603,116.322225
39.998753,116.322225
39.998895,116.322254
39.999078,116.322196
39.999218,116.322176
39.999364,116.322161
39.999484,116.322148
39.999607,116.322178
39.999602,116.322324
39.999603,116.322434
39.999586,116.322587
39.999573,116.32276
39.999572,116.322932
39.999565,116.323134
39.999569,116.32328
39.999575,116.323448
39.999568,116.323605
39.999558,116.323605
39.999581,116.323732
39.999653,116.324069
39.999678,116.324258
39.999646,116.324405
39.999676,116.324452
39.999678,116.324453
39.999682,116.324455
39.999682,116.324455
39.999676,116.324456
39.999641,116.32451
39.999662,116.324481
39.999651,116.324477
39.999664,116.324493
39.999684,116.324511
39.999684,116.324511
39.999678,116.324511
39.999667,116.324512
39.999655,116.324513
39.999703,116.324496
39.99956,116.324498
39.999506,116.324545
39.999516,116.324531
39.999567,116.324478
39.999573,116.3246
39.999538,116.324639
39.999598,116.324684
39.999666,116.324722
39.999729,116.324801
39.999769,116.324886
40.004775,116.320158
40.004783,116.320388
40.004799,116.320545
40.004835,116.320683
40.004851,116.320835
40.004868,116.32101
40.004849,116.321153
40.004879,116.321277
40.004962,116.321318
40.005088,116.32128
40.00525,116.32126
40.005455,116.321389
40.005621,116.321455
40.005738,116.321491
40.005883,116.321518
40.006051,116.321521
40.006178,116.321463
40.00633,116.321461
40.006482,116.321474
40.006631,116.321459
40.006813,116.321447
40.006974,116.321454
40.007122,116.321396
40.007235,116.321356
40.00741,116.321395
40.007571,116.321412
40.007715,116.321414
40.007862,116.321426
40.008034,116.321437
40.00817,116.321441
40.008337,116.321425
40.008515,116.321421
40.008668,116.321446
40.008782,116.321443
40.008843,116.321385
40.008884,116.321402
40.00895,116.321449
40.009006,116.321502
40.009026,116.321564
40.009011,116.321623
40.009021,116.321625
40.009021,116.321625
40.00902,116.321631
40.009013,116.321659
40.008921,116.321484
40.008582,116.322217
40.008481,116.32244
40.008496,116.322406
40.00888,116.321628
40.00898,116.321587
40.00898,116.321544
40.008984,116.321525
40.008984,116.321525
40.008982,116.321517
40.008958,116.321457
40.008971,116.321436
40.009022,116.321434
40.009025,116.321374
40.00903,116.321397
40.009062,116.321462
40.009081,116.321486
40.00908,116.321479
40.00908,116.321479
40.009081,116.321481
40.009083,116.321491
40.009094,116.32152
40.009072,116.321585
40.009083,116.321467
40.00908,116.321442
40.009087,116.321453
40.009065,116.321479
40.009071,116.321517
40.009075,116.32156
40.009105,116.321616
40.00908,116.32156
40.009031,116.321491
40.008995,116.321407
40.008995,116.321407
40.008999,116.321412
40.008997,116.321399
40.008994,116.321389
40.008994,116.321389
40.008995,116.321392
40.009235,116.321472
40.009268,116.321446
40.00927,116.321447
40.00927,116.321447
40.009272,116.321451
40.00928,116.321473
40.009278,116.32147
40.009242,116.321445
40.009187,116.32143
40.009098,116.321437
40.009045,116.321485
40.009008,116.321449
40.008993,116.321501
40.009017,116.321558
40.008999,116.321511
40.008999,116.321511
40.008997,116.321518
40.008999,116.321537
40.009026,116.321518
40.009009,116.321499
40.009009,116.321499
40.009011,116.321506
40.009013,116.321522
40.009012,116.321576
40.009034,116.321569
40.009034,116.321569
40.009038,116.321575
40.009024,116.321614
40.009015,116.321526
40.008997,116.321432
40.008995,116.321455
40.008997,116.321485
40.009032,116.32151
40.009074,116.32148
40.009101,116.32153
40.009157,116.321596
40.009219,116.321657
40.009247,116.321721
40.009273,116.321781
40.009313,116.321871
40.009344,116.321952
40.009356,116.322007
40.009386,116.322103
40.009356,116.322121
40.009353,116.322135
40.009319,116.322152
40.009394,116.322162
40.009399,116.322179
40.009344,116.32219
40.009342,116.322177
40.009318,116.32219
40.009287,116.322206
40.00927,116.32222
40.009351,116.321916
40.009336,116.321838
40.009331,116.321811
40.009314,116.321823
40.009314,116.321833
40.009316,116.32185
40.009428,116.320888
40.008854,116.321493
40.008848,116.321349
40.008874,116.32116
40.008852,116.321109
40.008786,116.321037
40.008767,116.321012
40.008735,116.320977
40.008694,116.320964
40.008665,116.320937
40.008635,116.320886
40.008612,116.32083
40.008591,116.3208
40.008574,116.320772
40.008521,116.320688
40.008471,116.320669
40.008419,116.320654
40.008362,116.320619
40.008348,116.320573
40.008309,116.320547
40.008281,116.320543
40.008234,116.320499
40.008163,116.320473
40.008129,116.320418
40.008121,116.320359
40.008069,116.320335
40.008027,116.320309
40.00801,116.320287
40.007959,116.320241
40.007947,116.320238
40.007879,116.320237
40.007826,116.320239
40.007818,116.320239
40.007818,116.320239
40.007819,116.32024
40.007817,116.32023
40.007834,116.320181
40.007761,116.320093
40.007661,116.319986
40.007623,116.319953
40.007623,116.319953
40.007621,116.31995
40.007575,116.31987
40.007551,116.319732
40.007526,116.31965
40.007468,116.319517
40.007465,116.319506
40.007462,116.319493
40.007459,116.319436
40.007453,116.319403
40.007454,116.319391
40.007474,116.319376
40.0075,116.319364
40.007524,116.319357
40.007524,116.319321
40.007517,116.319312
40.007551,116.319307
40.007551,116.319307
40.007555,116.319313
40.00759,116.31934
40.00761,116.319355
40.007615,116.319369
40.007621,116.319385
40.007644,116.319403
40.007663,116.319417
40.007663,116.319417
40.007669,116.319414
40.007661,116.319384
40.007654,116.319321
40.007654,116.319266
40.00767,116.319215
40.007694,116.319181
40.007699,116.319151
40.007272,116.319756
40.007331,116.319657
40.007428,116.319432
40.007395,116.319354
40.007447,116.319379
40.007479,116.319371
40.007516,116.319316
40.007575,116.319238
40.007288,116.319088
40.007288,116.319088
40.007284,116.319084
40.007298,116.319036
40.007365,116.31903
40.007416,116.319007
40.007482,116.318957
40.007548,116.318852
40.007627,116.318775
40.007718,116.318705
40.007808,116.318623
40.007877,116.318546
40.007945,116.318487
40.00803,116.318444
40.008125,116.318365
40.008215,116.318248
40.008168,116.318293
40.008015,116.318471
40.008049,116.318444
40.008064,116.31838
40.008118,116.318326
40.008197,116.318275
40.008289,116.318251
40.008305,116.318267
40.008276,116.318339
40.008184,116.318474
40.008071,116.318568
40.007954,116.318639
40.007884,116.318684
40.007867,116.318699
40.007835,116.318706
40.007717,116.318842
40.007726,116.318826
40.007721,116.318792
40.007753,116.318741
40.007803,116.318672
40.007852,116.318565
40.007925,116.318494
40.008019,116.318455
40.006977,116.319607
40.007203,116.319334
40.00735,116.319131
40.007504,116.318956
40.007611,116.318793
40.007773,116.31865
40.007966,116.31854
40.007399,116.31912
40.007411,116.319124
40.00744,116.31909
40.007496,116.319085
40.00754,116.31909
40.007619,116.319094
40.007648,116.319041
40.007681,116.318962
40.007724,116.318892
40.007766,116.318825
40.007809,116.318799
40.007849,116.318754
40.007905,116.31869
40.007878,116.318784
40.007616,116.318863
40.007692,116.318817
40.007794,116.318827
40.007898,116.318829
40.007981,116.318788
40.008009,116.318763
40.008031,116.318756
40.008055,116.318753
40.008237,116.318816
40.008306,116.318941
40.008283,116.318897
40.0083,116.318936
40.007645,116.319454
40.007582,116.319409
40.007581,116.319385
40.007612,116.319403
40.007694,116.319429
40.007778,116.319475
40.007876,116.319505
40.007974,116.319529
40.008096,116.319537
40.008196,116.319549
40.008292,116.319591
40.008369,116.319618
40.008421,116.319597
40.008452,116.319548
40.008503,116.319525
40.008544,116.31949
40.008601,116.319482
40.008617,116.319483
40.008617,116.319483
40.008625,116.319489
40.00864,116.319488
40.008645,116.319484
40.008645,116.319484
40.008649,116.319481
40.008669,116.319455
40.006747,116.318549
40.006747,116.318549
40.006755,116.318544
40.006742,116.318571
40.006744,116.31856
40.006745,116.318572
40.006745,116.318581
40.006739,116.318568
40.006722,116.318548
40.006719,116.318565
40.006724,116.318625
40.006745,116.318817
40.006715,116.318884
40.006721,116.318965
40.006753,116.319072
40.006785,116.319175
40.00681,116.319239
40.006849,116.319286
40.006811,116.319309
40.006789,116.319351
40.006791,116.319398
40.006828,116.319424
40.006872,116.319419
40.006893,116.319381
40.006975,116.319294
40.007457,116.319674
40.007457,116.319674
40.007458,116.319676
40.007479,116.319695
40.007572,116.319786
40.007582,116.319816
40.007621,116.319834
40.007629,116.31989
40.007634,116.319966
40.007646,116.32005
40.00766,116.320119
40.007686,116.320243
40.007748,116.320301
40.007802,116.320389
40.007819,116.320364
40.007853,116.320343
40.007912,116.320328
40.007978,116.320325
40.007999,116.320339
40.008036,116.320394
40.008125,116.320486
40.008172,116.320571
40.008182,116.320646
40.008226,116.320738
40.008236,116.32081
40.008306,116.320851
40.008373,116.320857
40.008418,116.320872
40.00846,116.320864
40.008507,116.320918
40.008535,116.320997
40.008565,116.321079
40.008619,116.321168
40.008663,116.321249
40.008684,116.321297
40.008724,116.321395
40.008776,116.321462
40.008804,116.321504
40.008839,116.321516
40.008879,116.321555
40.008891,116.321571
40.008873,116.321615
40.008858,116.321677
40.008864,116.321766
40.00887,116.321858
40.008864,116.321933
40.008862,116.322009
40.008855,116.322087
40.008873,116.322144
40.008874,116.322234
40.008869,116.322306
40.008835,116.322331
40.008814,116.322311
40.008813,116.3223
40.008813,116.3223
40.008821,116.322297
40.008833,116.322297
40.008842,116.322298
40.008761,116.323722
40.008765,116.32369
40.00865,116.323112
40.008786,116.322741
40.008889,116.322551
40.008962,116.322462
40.008988,116.322356
40.009068,116.322259
40.009107,116.322177
40.009086,116.322088
40.008929,116.321992
40.008849,116.32191
40.008799,116.32185
40.008827,116.321784
40.008862,116.321736
40.008898,116.321695
40.008901,116.321684
40.008905,116.321683
40.008905,116.321683
40.008905,116.321682
40.008934,116.321623
40.008945,116.321551
40.008851,116.321485
40.008607,116.321862
40.008652,116.322251
40.008897,116.321603
40.008928,116.32161
40.009013,116.321431
40.009027,116.321399
40.009064,116.321326
40.009172,116.321211
40.009204,116.32113
40.009243,116.32105
40.009269,116.320978
40.009328,116.320887
40.000037,116.324494
40.000042,116.324436
40.000039,116.32448
39.999732,116.324612
39.999737,116.324598
39.999737,116.324598
39.999736,116.324594
39.999715,116.324616
39.999703,116.324639
39.999703,116.324641
39.999703,116.324641
39.999702,116.324646
39.999693,116.324645
39.999693,116.324645
39.999686,116.324652
39.999709,116.324659
39.999769,116.324631
39.999847,116.324613
39.999911,116.324605
39.999943,116.324618
39.999962,116.324633
40.000038,116.32462
40.000106,116.324595
40.000155,116.324585
40.000281,116.324574
40.000368,116.32457
40.000458,116.324557
40.00055,116.324583
40.000624,116.324595
40.00065,116.324615
40.000658,116.324642
40.000673,116.324671
40.000751,116.324687
40.000833,116.324661
40.000918,116.324676
40.000989,116.32471
40.001009,116.324646
40.000993,116.324622
40.001038,116.324639
40.001108,116.324656
40.00112,116.324708
40.001064,116.324759
40.001041,116.324805
40.001101,116.32483
40.001136,116.324846
40.001151,116.324869
40.001094,116.324906
40.001107,116.324923
40.001158,116.324962
40.001253,116.324942
40.001351,116.324933
40.001369,116.324973
40.001396,116.324998
40.001441,116.325026
40.001539,116.324994
40.001599,116.324996
40.001634,116.325053
40.001658,116.325047
40.001624,116.325042
40.001611,116.325045
40.001611,116.325045
40.001604,116.325052
40.001666,116.325049
40.001702,116.325053
40.001766,116.325042
40.001854,116.32502
40.001973,116.32505
40.002109,116.325044
40.002188,116.325042
40.002213,116.325028
40.002203,116.325026
40.002168,116.325045
40.002154,116.325058
40.002257,116.325079
40.002396,116.325064
40.002483,116.325086
40.002506,116.325096
40.002516,116.325088
40.002553,116.325114
40.002615,116.325125
40.002669,116.325143
40.00269,116.325175
40.002738,116.325169
40.002796,116.325137
40.002875,116.325139
40.003019,116.325133
40.003041,116.325134
40.003115,116.325122
40.003145,116.325091
40.003194,116.325073
40.003217,116.325068
40.003229,116.325089
40.00326,116.325099
40.003309,116.325094
40.003378,116.325113
40.003418,116.325154
40.00347,116.325188
40.003533,116.325203
40.003569,116.325227
40.003586,116.325207
40.003615,116.325225
40.003667,116.325242
40.003713,116.325243
40.003776,116.325258
40.003804,116.325252
40.003869,116.325267
40.003924,116.325256
40.003926,116.325272
40.003962,116.32528
40.004002,116.32531
40.004073,116.325323
40.004135,116.325324
40.004271,116.325314
40.004322,116.325366
40.004333,116.325417
40.004346,116.325432
40.004346,116.325432
40.004338,116.325439
40.004353,116.325453
40.004383,116.325472
40.004392,116.325513
40.00443,116.325554
40.004531,116.325621
40.004662,116.325624
40.004663,116.325672
40.004675,116.325698
40.004707,116.325746
40.004759,116.325763
40.0048,116.325755
40.004806,116.325792
40.004843,116.325796
40.00489,116.325796
40.004997,116.325777
40.005249,116.325686
40.005284,116.325709
40.005476,116.325581
40.005653,116.325432
40.005804,116.325355
40.005913,116.325259
40.005951,116.325111
40.005954,116.324938
40.005935,116.324861
40.005951,116.324752
40.00595,116.324636
40.005928,116.324523
40.006004,116.324421
40.006152,116.324587
40.006285,116.32458
40.006417,116.324763
40.006448,116.324866
40.006542,116.325065
40.006619,116.325072
40.006664,116.325062
40.006664,116.325062
40.006669,116.325067
40.006669,116.325101
40.006716,116.325116
40.006803,116.325126
40.006814,116.32514
40.006902,116.325099
40.006961,116.325067
40.007058,116.325038
40.007175,116.324994
40.007228,116.325014
40.007304,116.325013
40.007365,116.325046
40.007406,116.325077
40.007446,116.32508
40.007477,116.325056
40.007507,116.325008
40.007496,116.324969
40.007492,116.324947
40.007541,116.324872
40.007506,116.324771
40.007483,116.324661
40.007506,116.324545
40.007525,116.324455
40.007568,116.324308
40.007606,116.324218
40.007581,116.324113
40.007527,116.324039
40.007519,116.323976
40.007526,116.323926
40.00756,116.323841
40.007549,116.323778
40.007549,116.323729
40.007552,116.323661
40.00753,116.323583
40.007546,116.323459
40.007561,116.323406
40.00759,116.323346
40.007568,116.323292
40.007535,116.323267
40.007544,116.323276
40.007563,116.323323
40.007637,116.323332
40.007716,116.323316
40.00775,116.323361
40.007743,116.3234
40.007761,116.323406
40.007849,116.323396
40.007979,116.323372
40.008083,116.323347
40.008143,116.323351
40.00814,116.323347
40.00814,116.323347
40.00814,116.323341
40.008141,116.323331
40.008155,116.323347
40.008185,116.323362
40.008248,116.323368
40.00838,116.323338
40.008502,116.323275
40.008519,116.323292
40.008554,116.323304
40.008566,116.323322
40.008597,116.32337
40.008596,116.323412
40.008596,116.323412
40.00859,116.323415
40.008661,116.323375
40.008764,116.323335
40.008837,116.323303
40.008879,116.323293
40.009297,116.322797
40.00945,116.322626
40.009539,116.322567
40.009641,116.322512
40.009678,116.322478
40.009673,116.322442
40.009664,116.322419
40.009669,116.322353
40.009656,116.3223
40.009621,116.322277
40.009614,116.32222
40.009598,116.322181
40.009566,116.322153
40.009542,116.322102
40.009495,116.322017
40.009458,116.321947
40.009398,116.321936
40.009315,116.321891
40.009229,116.321865
40.009164,116.321844
40.009125,116.321797
40.009103,116.321685
40.009064,116.321678
40.009038,116.321658
40.009059,116.321658
40.009037,116.321657
40.009046,116.321689
40.009044,116.321645
40.009038,116.321609
40.009007,116.321606
40.008975,116.321626
40.008931,116.32164
40.00892,116.32168
40.008915,116.321716
40.008898,116.321683
40.008905,116.321673
40.008886,116.321683
40.008863,116.321694
40.008849,116.321715
40.008822,116.321749
40.008822,116.321749
40.008825,116.321757
40.008813,116.321792
40.008778,116.321826
40.008767,116.321863
40.008767,116.321889
40.008753,116.321816
40.008782,116.321777
40.008792,116.321803
40.008779,116.321828
40.008772,116.321878
40.008794,116.321844
40.008802,116.321834
40.008827,116.321768
40.00886,116.3217
40.008877,116.321716
40.008916,116.321654
40.008934,116.321682
40.008941,116.32173
40.008876,116.321627
40.008883,116.32134
40.008817,116.321207
40.008694,116.321045
40.008586,116.320953
40.008434,116.320939
40.008261,116.320976
40.008115,116.32097
40.008024,116.320903
40.008013,116.320738
40.008006,116.320534
40.007997,116.320359
40.007928,116.320254
40.007803,116.320219
40.007689,116.320232
40.007616,116.320222
40.007571,116.320137
40.007539,116.320043
40.007507,116.319927
40.007544,116.319705
40.007502,116.319573
40.00748,116.319518
40.007469,116.319491
40.007446,116.31949
40.007402,116.319518
40.007382,116.319571
40.007364,116.319588
40.007364,116.319588
40.007358,116.319583
40.007371,116.319569
40.00737,116.319556
40.009559,116.321646
40.009555,116.321465
40.009477,116.321384
40.009463,116.321248
40.009458,116.321137
40.009488,116.321066
40.009485,116.321076
40.009504,116.32104
40.009504,116.32104
40.009501,116.321038
40.009481,116.321081
40.00946,116.321115
40.009472,116.321147
40.009448,116.32115
40.008944,116.321587
40.008623,116.321916
40.008473,116.322019
40.008295,116.3223
40.008179,116.322341
40.008074,116.322251
40.007981,116.322344
40.007939,116.322442
40.007881,116.322578
40.007772,116.322783
40.007743,116.32307
40.00774,116.323234
40.007774,116.323418
40.007821,116.323544
40.013919,116.323
40.013753,116.323024
40.013915,116.322986
40.013811,116.323001
40.008224,116.321263
40.008302,116.321255
40.008289,116.321261
40.008289,116.321261
40.008285,116.321256
40.008254,116.321259
40.008146,116.32128
40.008071,116.321367
40.008019,116.321517
40.007978,116.321682
40.007915,116.32186
40.007857,116.322044
40.007818,116.32221
40.00773,116.322371
40.007671,116.322526
40.007668,116.322701
40.007665,116.322874
40.00763,116.323029
40.007626,116.32318
40.007679,116.323299
40.007699,116.323502
40.007722,116.323696
40.007729,116.32387
40.007646,116.323975
40.00747,116.323965
40.007337,116.324005
40.007182,116.324014
40.007022,116.324026
40.006852,116.324057
40.006678,116.324105
40.006499,116.324126
40.006314,116.324148
40.006166,116.324201
40.00596,116.324148
40.00579,116.324102
40.005592,116.324062
40.005386,116.324087
40.005193,116.324174
40.005067,116.324231
40.004954,116.32425
40.004801,116.324306
40.004612,116.324332
40.004451,116.324294
40.004241,116.324318
40.004023,116.324376
40.003825,116.324394
40.003671,116.324421
40.003532,116.324415
40.003408,116.324383
40.003304,116.324325
40.003172,116.324327
40.003035,116.324379
40.002869,116.324431
40.002684,116.324485
40.002532,116.324495
40.002397,116.324439
40.002249,116.324446
40.00204,116.324481
40.001833,116.324515
40.001652,116.324555
40.001483,116.324584
40.001231,116.324665
40.001002,116.324646
40.000809,116.32464
40.000649,116.324657
40.000524,116.324626
40.000384,116.324658
40.000258,116.324663
40.000081,116.324665
39.99993,116.324618
39.999848,116.324589
39.999785,116.324531
39.999727,116.324511
39.999744,116.324488
39.999761,116.324485
39.999749,116.324486
39.999784,116.324507
39.999784,116.324507
39.999787,116.324501
39.999876,116.324512
39.999994,116.324469
40.009651,116.323604
40.009738,116.32332
40.009743,116.323093
40.009595,116.322499
40.009606,116.322533
40.009905,116.322408
40.010018,116.322343
40.010207,116.322168
40.01032,116.322113
40.010332,116.32209
40.010371,116.322096
40.010406,116.322102
40.010471,116.32203
40.010564,116.321947
40.010609,116.321938
40.010609,116.321938
40.010608,116.321937
40.010618,116.321936
40.010618,116.321936
40.010614,116.321939
40.010698,116.321994
40.010698,116.321994
40.010703,116.321991
40.010679,116.321952
40.010649,116.321947
40.010649,116.321947
40.010642,116.321949
40.010069,116.321765
40.010358,116.32178
40.010447,116.321946
40.010524,116.321958
40.010773,116.321631
40.010878,116.321597
40.01092,116.321547
40.010938,116.321489
40.010961,116.321442
40.010966,116.321376
40.010967,116.321349
40.010988,116.321342
40.011006,116.321366
40.01172,116.320965
40.011854,116.321053
40.012002,116.320952
40.011979,116.320973
40.011914,116.321023
40.01184,116.321053
40.011839,116.321074
40.011839,116.321074
40.011844,116.321081
40.011823,116.321079
40.011792,116.321072
40.011794,116.321065
40.011794,116.321065
40.011801,116.321067
40.011851,116.321045
40.011827,116.321084
40.011827,116.321084
40.011822,116.32109
40.011825,116.321104
40.011799,116.321112
40.011811,116.321119
40.011811,116.321119
40.011806,116.321111
